Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_2	CDS	Glycosyltransferase	3991983	3992721	1	1	802	802.0	100.0%	complete
contig_3	CDS	Hydrolase	1252156	1252747	1	1	304	304.0	100.0%	complete
contig_2	CDS	Mobilization_protein	3984716	3986429	1	1	207	207.0	100.0%	complete
contig_3	CDS	Sugar_isomerase_(SIS)	1800637	1801543	1	1	105	105.0	100.0%	complete
contig_3	CDS	Methyltransferase_domain-containing_protein	1498912	1499728	1	1	5786	5786.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	2487139	2487835	1	1	320	320.0	100.0%	complete
contig_3	CDS	Helicase	1615321	1618279	1	1	10359	10359.0	100.0%	complete
contig_3	CDS	Nucleotide_pyrophosphohydrolase	902686	903043	1	1	311	311.0	100.0%	complete
contig_2	CDS	ATPase	1764344	1764734	1	1	728	728.0	100.0%	complete
contig_2	CDS	Contractile_injection_system_tube_protein_N-terminal_domain-containing_protein	5065984	5066656	1	1	164	164.0	100.0%	complete
contig_2	CDS	Chaplin_domain-containing_protein	4023825	4024233	1	1	241	241.0	100.0%	complete
contig_2	CDS	ESX-1_secretion-associated_protein	5132552	5132864	1	1	320	320.0	100.0%	complete
contig_3	CDS	iron_uptake_transporter_deferrochelatase/peroxidase_subunit	2798777	2800052	1	1	1694	1694.0	100.0%	complete
contig_2	CDS	Secreted_protein	2706483	2706630	1	0	0	0.0	0.0%	empty
contig_3	CDS	carbamoyltransferase_HypF	2443393	2445898	1	0	0	0.0	0.0%	empty
contig_2	CDS	S9_family_peptidase	2580758	2582315	1	1	121	121.0	100.0%	complete
contig_3	CDS	Cation:proton_antiporter	2739370	2740765	1	1	85	85.0	100.0%	complete
contig_3	CDS	Oxidoreductase	1274807	1275551	1	1	133	133.0	100.0%	complete
contig_2	CDS	Dehydrogenase	474922	475708	1	1	109	109.0	100.0%	complete
contig_3	CDS	Ornithine_cyclodeaminase	2850332	2851277	1	1	827	827.0	100.0%	complete
contig_2	CDS	N-acetylmuramic_acid_6-phosphate_etherase	4857196	4858150	1	1	305	305.0	100.0%	complete
contig_2	CDS	Ferredoxin	2603865	2604099	1	0	0	0.0	0.0%	empty
contig_2	CDS	Amino_acid_permease	5311425	5312811	1	1	79	79.0	100.0%	complete
contig_3	cand_cluster	lanthipeptide-class-v	1610635	1691662	69	59	93261	1351.61	85.5%	partly
contig_3	CDS	Acyl-[acyl-carrier-protein]_dehydrogenase_MbtN	1811285	1812428	1	1	2186	2186.0	100.0%	complete
contig_2	CDS	Phage_tail_protein	4997930	4999049	1	1	13	13.0	100.0%	complete
contig_2	CDS	DUF3037_domain-containing_protein	1205539	1205935	1	1	211	211.0	100.0%	complete
contig_3	CDS	Cytokinin_riboside_5'-monophosphate_phosphoribohydrolase	40851	41604	1	1	6179	6179.0	100.0%	complete
contig_2	CDS	DUF3060_domain-containing_protein	282310	282775	1	1	2578	2578.0	100.0%	complete
contig_2	CDS	MFS_transporter	1270565	1272002	1	1	129	129.0	100.0%	complete
contig_2	CDS	Lysoplasmalogenase	2079199	2079973	1	0	0	0.0	0.0%	empty
contig_2	CDS	ATP-grasp-modified_RiPP	166581	166866	1	0	0	0.0	0.0%	empty
contig_1	CDS	Aminotransferase	2648	3707	1	1	8397	8397.0	100.0%	complete
contig_2	CDS	RNA_methyltransferase	1761436	1762300	1	1	399	399.0	100.0%	complete
contig_2	CDS	Bacterial_mobilisation_domain-containing_protein	3983985	3984720	1	1	43	43.0	100.0%	complete
contig_2	CDS	Ferredoxin_reductase	2371306	2372566	1	1	856	856.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1336423	1336927	1	1	27	27.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2050746	2050860	1	0	0	0.0	0.0%	empty
contig_3	CDS	Glycoside_hydrolase	2351074	2351548	1	1	84	84.0	100.0%	complete
contig_3	CDS	hypothetical_protein	748425	748755	1	1	11	11.0	100.0%	complete
contig_3	CDS	aminotransferase_class_I/II-fold_pyridoxal_phosphate-dependent_enzyme	1502810	1504124	1	1	163	163.0	100.0%	complete
contig_2	CDS	SPW_repeat_protein	1174374	1174815	1	1	382	382.0	100.0%	complete
contig_2	CDS	DUF5324_domain-containing_protein	4154743	4155466	1	1	1657	1657.0	100.0%	complete
contig_2	CDS	AsnC_family_transcriptional_regulator	1947667	1948234	1	1	41	41.0	100.0%	complete
contig_2	CDS	excinuclease_ABC_subunit_UvrB	2196866	2199014	1	1	3915	3915.0	100.0%	complete
contig_3	CDS	Thiamine-binding_protein_domain-containing_protein	1206602	1206887	1	1	476	476.0	100.0%	complete
contig_2	CDS	Acetyltransferase	4566623	4567451	1	1	181	181.0	100.0%	complete
contig_2	CDS	Lactate_dehydrogenase	2384036	2385053	1	1	1569	1569.0	100.0%	complete
contig_2	CDS	Polyketide_synthase	990901	997930	1	1	67797	67797.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	1712820	1713282	1	1	621	621.0	100.0%	complete
contig_2	CDS	Lipoprotein	4293649	4294204	1	1	2561	2561.0	100.0%	complete
contig_2	CDS	Right_handed_beta_helix_domain-containing_protein	2225984	2226986	1	1	107	107.0	100.0%	complete
contig_3	CDS	Putative_transcriptional_regulator,_TetR_family_protein	2998957	2999539	1	1	304	304.0	100.0%	complete
contig_2	CDS	ABC_transporter_substrate-binding_protein	689607	690762	1	1	161	161.0	100.0%	complete
contig_3	CDS	Thiamine-binding_protein_domain-containing_protein	364463	364772	1	1	1721	1721.0	100.0%	complete
contig_3	CDS	Regulation_of_enolase_1	2134314	2134953	1	1	609	609.0	100.0%	complete
contig_2	CDS	Amidohydrolase	4350146	4351052	1	1	276	276.0	100.0%	complete
contig_3	CDS	Flavin-dependent_monooxygenase	2688651	2689794	1	1	121	121.0	100.0%	complete
contig_2	CDS	Methyltransferase	1445145	1445964	1	1	263	263.0	100.0%	complete
contig_3	CDS	Chitin-binding_type-2_domain-containing_protein	1198689	1199367	1	1	3459	3459.0	100.0%	complete
contig_2	CDS	methionine_synthase	1824363	1827873	1	1	7803	7803.0	100.0%	complete
contig_2	CDS	Membrane_protein	3890316	3891456	1	1	411	411.0	100.0%	complete
contig_3	CDS	acetolactate_synthase_large_subunit	491640	493497	1	1	108475	108475.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	4552483	4553071	1	1	7888	7888.0	100.0%	complete
contig_2	CDS	AraC_family_transcriptional_regulator	4341944	4342961	1	1	6	6.0	100.0%	complete
contig_2	CDS	Phosphohistidine_phosphatase	2061210	2061729	1	1	1965	1965.0	100.0%	complete
contig_3	CDS	PaaX_domain-containing_protein,_C-domain_protein	1926194	1926944	1	1	81	81.0	100.0%	complete
contig_3	CDS	Type_II_secretion_system_protein	1584908	1585820	1	1	107	107.0	100.0%	complete
contig_2	CDS	Xanthomonas_XOO_2897-like_deaminase	3430159	3432949	1	1	2255	2255.0	100.0%	complete
contig_3	CDS	Histidine_kinase	2829165	2829927	1	1	24	24.0	100.0%	complete
contig_2	CDS	DUF3499_domain-containing_protein	3306810	3307110	1	1	151	151.0	100.0%	complete
contig_2	CDS	DUF4350_domain-containing_protein	3286829	3288062	1	1	285	285.0	100.0%	complete
contig_2	CDS	Zinc_finger_CGNR_domain-containing_protein	1385038	1385674	1	0	0	0.0	0.0%	empty
contig_2	CDS	Membrane_protein_SCJ1-26	46402	46978	1	1	73	73.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	1710027	1710747	1	1	5104	5104.0	100.0%	complete
contig_2	CDS	hypothetical_protein	3401938	3402214	1	1	90	90.0	100.0%	complete
contig_3	CDS	Flp_family_type_IVb_pilin	1583777	1583972	1	0	0	0.0	0.0%	empty
contig_3	CDS	Acetyltransferase	1181730	1182279	1	1	210	210.0	100.0%	complete
contig_2	CDS	ATP-dependent_RNA_helicase	4542027	4544361	1	1	474	474.0	100.0%	complete
contig_2	CDS	WXG100_family_type_VII_secretion_target	4291643	4291961	1	1	17	17.0	100.0%	complete
contig_2	CDS	PPOX_class_F420-dependent_oxidoreductase	4910305	4910719	1	1	118	118.0	100.0%	complete
contig_2	CDS	NTP_pyrophosphohydrolase_MazG_putative_catalytic_core_domain-containing_protein	3826799	3827258	1	1	250	250.0	100.0%	complete
contig_2	CDS	Anti-sigma_factor_antagonist	233592	233895	1	1	1620	1620.0	100.0%	complete
contig_2	CDS	3'-5'_exonuclease	1689626	1690352	1	1	939	939.0	100.0%	complete
contig_3	CDS	DUF3039_domain-containing_protein	171250	171484	1	1	67	67.0	100.0%	complete
contig_3	CDS	Methylmalonyl-CoA_carboxyltransferase	523864	525448	1	1	8782	8782.0	100.0%	complete
contig_2	CDS	Acyl-CoA_synthetase	3794317	3796252	1	1	72	72.0	100.0%	complete
contig_2	CDS	Adenine_DNA_glycosylase	4649031	4649991	1	1	558	558.0	100.0%	complete
contig_3	CDS	DUF3817_domain-containing_protein	367861	368194	1	1	570	570.0	100.0%	complete
contig_3	CDS	Ribonuclease_J	722474	724160	1	1	29896	29896.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	2796997	2797708	1	1	36	36.0	100.0%	complete
contig_3	CDS	thioredoxin	2497733	2498084	1	1	1926	1926.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2702785	2703169	1	1	49	49.0	100.0%	complete
contig_2	CDS	SDR_family_oxidoreductase	71661	72417	1	1	65	65.0	100.0%	complete
contig_2	CDS	Putative_glycosyltransferase	1082899	1083331	1	1	45	45.0	100.0%	complete
contig_3	CDS	Small_CPxCG-related_zinc_finger_protein	104750	104951	1	1	1438	1438.0	100.0%	complete
contig_3	CDS	Membrane_protein	1507612	1509721	1	1	418	418.0	100.0%	complete
contig_3	CDS	Transcriptional_regulatory_protein_MoaR1	1579673	1582451	1	1	97	97.0	100.0%	complete
contig_2	CDS	Oxidoreductase	2090514	2091270	1	1	2499	2499.0	100.0%	complete
contig_3	CDS	Peptide_ABC_transporter_permease_protein	2949562	2950546	1	0	0	0.0	0.0%	empty
contig_3	CDS	AMP-dependent_synthetase	924654	926262	1	1	225	225.0	100.0%	complete
contig_2	CDS	Carboxylesterase	48498	49410	1	1	455	455.0	100.0%	complete
contig_3	CDS	DUF397_domain-containing_protein	1934399	1934570	1	1	340	340.0	100.0%	complete
contig_3	CDS	Ferredoxin	1947988	1948240	1	1	42	42.0	100.0%	complete
contig_3	CDS	GerMN_domain-containing_protein	2190823	2191324	1	1	161	161.0	100.0%	complete
contig_3	CDS	FxsA_family_membrane_protein	2226614	2227181	1	1	1522	1522.0	100.0%	complete
contig_2	CDS	aminomethyl-transferring_glycine_dehydrogenase	1310143	1313029	1	1	3866	3866.0	100.0%	complete
contig_2	CDS	gephyrin-like_molybdotransferase_Glp	3509220	3510543	1	1	4696	4696.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	2482926	2483283	1	1	479	479.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	455481	455484	0	0	0	0.0	0.0%	empty
contig_2	CDS	hypothetical_protein	1360826	1360925	1	0	0	0.0	0.0%	empty
contig_2	CDS	phosphatidylinositol_phosphate_synthase	1677729	1678383	1	1	1266	1266.0	100.0%	complete
contig_2	CDS	Phosphinothricin_N-acetyltransferase	3548978	3549506	1	1	358	358.0	100.0%	complete
contig_2	CDS	DUF2771_domain-containing_protein	4886226	4886736	1	1	2038	2038.0	100.0%	complete
contig_3	CDS	Cystathionine_beta-synthase	2810766	2811765	1	1	3118	3118.0	100.0%	complete
contig_2	CDS	hypothetical_protein	665480	665726	1	0	0	0.0	0.0%	empty
contig_3	CDS	Transcriptional_regulator	1816003	1816786	1	1	962	962.0	100.0%	complete
contig_2	CDS	Neocarzinostatin_family_protein	3358353	3359571	1	1	37	37.0	100.0%	complete
contig_2	CDS	DNA_polymerase_I	4987873	4989790	1	1	285	285.0	100.0%	complete
contig_3	protocluster	NRPS	914348	975474	39	39	220629	5657.15	100.0%	complete
contig_2	CDS	indole-3-glycerol_phosphate_synthase_TrpC	2291424	2292234	1	1	5534	5534.0	100.0%	complete
contig_2	CDS	nucleoside_triphosphate_pyrophosphohydrolase	3412177	3413194	1	1	827	827.0	100.0%	complete
contig_2	CDS	Cyclase	2394670	2395162	1	1	2314	2314.0	100.0%	complete
contig_3	CDS	Hemolysin	2329368	2330706	1	1	677	677.0	100.0%	complete
contig_3	CDS	Proline_racemase	3025966	3027001	1	1	99	99.0	100.0%	complete
contig_3	CDS	Dynein_regulation_protein_LC7	2032554	2032974	1	1	1346	1346.0	100.0%	complete
contig_3	CDS	MarR_family_transcriptional_regulator	2910771	2911218	1	1	185	185.0	100.0%	complete
contig_2	CDS	peptidoglycan_glycosyltransferase	5292552	5294865	1	1	10997	10997.0	100.0%	complete
contig_3	CDS	Membrane_protein	2090899	2092069	1	1	307	307.0	100.0%	complete
contig_3	CDS	methylmalonyl-CoA_mutase	1777309	1779583	1	1	16479	16479.0	100.0%	complete
contig_2	CDS	L-fuconate_dehydratase	1842811	1844143	1	1	122	122.0	100.0%	complete
contig_3	CDS	Hydrolase	2260135	2261029	1	1	25	25.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	439558	440272	1	1	29	29.0	100.0%	complete
contig_2	CDS	PH_domain-containing_protein	1579125	1579596	1	1	559	559.0	100.0%	complete
contig_2	CDS	Membrane_protein	4388485	4389127	1	1	679	679.0	100.0%	complete
contig_2	CDS	AraC_family_transcriptional_regulator	153891	154884	1	1	393	393.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	37865	38324	1	1	53	53.0	100.0%	complete
contig_2	CDS	DNA-directed_RNA_polymerase_subunit_alpha	581681	582698	1	1	3406	3406.0	100.0%	complete
contig_2	CDS	imidazole_glycerol_phosphate_synthase_subunit_HisH	2303403	2304057	1	1	1681	1681.0	100.0%	complete
contig_3	CDS	Alpha-1,4-glucan:maltose-1-phosphate_maltosyltransferase	401583	403575	1	1	352	352.0	100.0%	complete
contig_3	CDS	ribosome_recycling_factor	621496	622054	1	1	25675	25675.0	100.0%	complete
contig_3	CDS	Oxidoreductase	2061937	2063116	1	1	78	78.0	100.0%	complete
contig_2	CDS	N-acetyltransferase_domain-containing_protein	290823	291456	1	1	1420	1420.0	100.0%	complete
contig_3	CDS	SGNH_hydrolase	2054689	2055868	1	1	33	33.0	100.0%	complete
contig_3	region	lanthipeptide-class-v	1610635	1691662	69	59	93261	1351.61	85.5%	partly
contig_2	CDS	30S_ribosomal_protein_S6	4204982	4205273	1	1	84011	84011.0	100.0%	complete
contig_2	cand_cluster	NRPS	411945	470217	37	31	8659	234.03	83.8%	partly
contig_2	CDS	MarR_family_transcriptional_regulator	4315633	4316152	1	1	22	22.0	100.0%	complete
contig_2	CDS	Hydroxyneurosporene-O-methyltransferase	1172692	1173772	1	1	46599	46599.0	100.0%	complete
contig_3	CDS	Tn3_transposase_DDE_domain-containing_protein	1267638	1268607	1	1	76	76.0	100.0%	complete
contig_2	CDS	DUF4253_domain-containing_protein	4001204	4001765	1	1	1082	1082.0	100.0%	complete
contig_2	CDS	DUF1023_domain-containing_protein	3811533	3813192	1	1	1452	1452.0	100.0%	complete
contig_2	CDS	Integral_Membrane_Protein	1251175	1252126	1	1	366	366.0	100.0%	complete
contig_2	CDS	Cysteine_dioxygenase	3314785	3315316	1	1	36	36.0	100.0%	complete
contig_2	CDS	proteasome_ATPase	1812066	1813833	1	1	273927	273927.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	1353351	1353732	1	1	95	95.0	100.0%	complete
contig_3	CDS	biotin_synthase_BioB	2347774	2348926	1	1	3810	3810.0	100.0%	complete
contig_3	CDS	ESX-1_secretion-associated_protein	1563385	1563838	1	1	1321	1321.0	100.0%	complete
contig_2	CDS	SWIM-type_domain-containing_protein	5317349	5319026	1	1	1215	1215.0	100.0%	complete
contig_2	CDS	hypothetical_protein	3894736	3895141	1	0	0	0.0	0.0%	empty
contig_2	CDS	RNA_degradosome_polyphosphate_kinase	4774524	4776822	1	1	927	927.0	100.0%	complete
contig_2	cand_cluster	T1PKS	942090	1051971	36	33	433433	12039.81	91.7%	partly
contig_2	CDS	Transporter	3499358	3500342	1	1	3871	3871.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	717851	718367	1	1	197	197.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	1383356	1384487	1	1	57	57.0	100.0%	complete
contig_2	CDS	DNA_primase	2554663	2555404	1	1	1359	1359.0	100.0%	complete
contig_3	CDS	Beta/Gamma_crystallin	1796023	1796332	1	1	290	290.0	100.0%	complete
contig_3	CDS	Enoyl-CoA_hydratase	43864	44665	1	1	2690	2690.0	100.0%	complete
contig_3	CDS	Mycothiol-dependent_maleylpyruvate_isomerase_metal-binding_domain-containing_protein	781207	781825	1	1	123	123.0	100.0%	complete
contig_2	CDS	amidophosphoribosyltransferase	3909384	3911073	1	1	18788	18788.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4859552	4859915	1	1	63	63.0	100.0%	complete
contig_3	CDS	ATP-dependent_Clp_protease_proteolytic_subunit	2352280	2352916	1	1	44	44.0	100.0%	complete
contig_2	CDS	Putative_glycosyl_transferase	483772	484474	1	1	40	40.0	100.0%	complete
contig_3	CDS	DNA_helicase	2935098	2937288	1	1	202	202.0	100.0%	complete
contig_3	CDS	Aromatic_ring-opening_dioxygenase_LigB	783484	784204	1	1	332	332.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2037175	2038204	1	1	100	100.0	100.0%	complete
contig_2	CDS	Methylcitrate_dehydratase_family	535034	536543	1	1	160	160.0	100.0%	complete
contig_2	CDS	histidine_kinase	334308	335568	1	0	0	0.0	0.0%	empty
contig_2	CDS	DNA_polymerase_III_subunit_delta	2845746	2846730	1	1	456	456.0	100.0%	complete
contig_2	CDS	Oxidoreductase	1517963	1518833	1	1	101	101.0	100.0%	complete
contig_2	CDS	DUF4237_domain-containing_protein	5051935	5053564	1	1	197	197.0	100.0%	complete
contig_2	CDS	MFS_transporter	1599425	1600916	1	1	14	14.0	100.0%	complete
contig_3	CDS	MFS_transporter	2478186	2479584	1	1	131	131.0	100.0%	complete
contig_3	CDS	Serine/threonine_dehydratase	2914887	2915856	1	1	995	995.0	100.0%	complete
contig_2	CDS	YbjN_domain-containing_protein	3958907	3959444	1	1	16892	16892.0	100.0%	complete
contig_2	CDS	Cyclic_nucleotide-binding_domain-containing_protein	4519163	4519838	1	1	4665	4665.0	100.0%	complete
contig_3	CDS	Lysophospholipid_transporter_LplT	1574122	1574728	1	1	195	195.0	100.0%	complete
contig_2	CDS	TIGR03619_family_F420-dependent_LLM_class_oxidoreductase	3591382	3592207	1	1	186	186.0	100.0%	complete
contig_3	CDS	UBP-type_domain-containing_protein	166167	166428	1	1	264	264.0	100.0%	complete
contig_2	CDS	Cell_shape-determining_protein_MreB	2983545	2984670	1	1	2596	2596.0	100.0%	complete
contig_2	CDS	isoprenyl_transferase	5275327	5276125	1	1	8719	8719.0	100.0%	complete
contig_2	CDS	NmrA_family_transcriptional_regulator	4212346	4213273	1	1	191	191.0	100.0%	complete
contig_3	CDS	Oxidoreductase	1168145	1168745	1	1	51	51.0	100.0%	complete
contig_2	CDS	Transglycosylase	196783	197494	1	1	4294	4294.0	100.0%	complete
contig_3	CDS	ATP-binding_protein	1342952	1344314	1	1	44	44.0	100.0%	complete
contig_2	CDS	PHP_domain-containing_protein	1113369	1114446	1	1	41	41.0	100.0%	complete
contig_2	CDS	MFS_transporter	3860228	3861485	1	1	113	113.0	100.0%	complete
contig_2	CDS	Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex	4113327	4114785	1	1	93	93.0	100.0%	complete
contig_3	CDS	Protein_SirB1_N-terminal_domain-containing_protein	34019	34916	1	1	252	252.0	100.0%	complete
contig_2	CDS	Polysaccharide_deacetylase	4211525	4212350	1	1	78	78.0	100.0%	complete
contig_2	CDS	Lipase	3943568	3944321	1	1	14	14.0	100.0%	complete
contig_3	CDS	hypothetical_protein	827330	827561	1	1	39457	39457.0	100.0%	complete
contig_3	CDS	Sugar_porter_family_MFS_transporter	572821	574240	1	1	6683	6683.0	100.0%	complete
contig_3	CDS	2-deoxy-scyllo-inosamine_dehydrogenase	1938641	1939655	1	1	2690	2690.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L36	3692467	3692581	1	1	67978	67978.0	100.0%	complete
contig_3	CDS	WXG100_family_type_VII_secretion_target	707104	707872	1	1	75	75.0	100.0%	complete
contig_3	CDS	Lysozyme	209462	210323	1	1	555	555.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4092679	4092979	1	1	82	82.0	100.0%	complete
contig_3	CDS	PAS_sensor_protein	2467505	2469599	1	1	689	689.0	100.0%	complete
contig_3	CDS	Secreted_protein	1192457	1192736	1	1	199	199.0	100.0%	complete
contig_2	CDS	transglutaminaseTgpA_domain-containing_protein	2356308	2358729	1	1	395	395.0	100.0%	complete
contig_2	CDS	HTH_lysR-type_domain-containing_protein	1893630	1894671	1	1	334	334.0	100.0%	complete
contig_2	CDS	Membrane_protein	4086164	4087058	1	0	0	0.0	0.0%	empty
contig_2	CDS	DNA-binding_protein	2785173	2786151	1	1	439	439.0	100.0%	complete
contig_2	CDS	ABC_transporter_substrate-binding_protein	4062367	4063357	1	0	0	0.0	0.0%	empty
contig_3	CDS	Putative_regulatory_protein	1869143	1869632	1	1	1081	1081.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	847658	848264	1	1	32	32.0	100.0%	complete
contig_3	CDS	Regulatory_protein	1151069	1151414	1	1	13	13.0	100.0%	complete
contig_3	cand_cluster	oligosaccharide	1662985	1689194	21	18	1580	75.24	85.7%	partly
contig_2	CDS	ribonuclease_PH	3147695	3148508	1	1	4817	4817.0	100.0%	complete
contig_2	CDS	DUF6243_domain-containing_protein	2556317	2556500	1	0	0	0.0	0.0%	empty
contig_2	CDS	Type_1_glutamine_amidotransferase_domain-containing_protein	141842	142538	1	1	55	55.0	100.0%	complete
contig_2	CDS	30S_ribosomal_protein_S4	1654010	1654622	1	1	105547	105547.0	100.0%	complete
contig_3	CDS	Sulfurtransferase	769924	770323	1	1	107	107.0	100.0%	complete
contig_2	CDS	3',5'-cyclic_adenosine_monophosphate_phosphodiesterase_CpdA	1234702	1235551	1	1	21	21.0	100.0%	complete
contig_3	CDS	Adenylate_kinase	1099414	1099831	1	1	4924	4924.0	100.0%	complete
contig_3	CDS	ABC_transporter_ATP-binding_protein	225045	225915	1	1	694	694.0	100.0%	complete
contig_2	CDS	Secreted_protein	4613800	4614940	1	1	861	861.0	100.0%	complete
contig_2	CDS	Extradiol_ring-cleavage_dioxygenase_LigAB_LigA_subunit_domain-containing_protein	4711752	4711989	1	0	0	0.0	0.0%	empty
contig_2	CDS	Pyridoxalphosphate_dependent_aminotransferase,_class_III	4692294	4695198	1	1	3621	3621.0	100.0%	complete
contig_2	CDS	ROK_family_protein	1507718	1508675	1	1	58	58.0	100.0%	complete
contig_2	cand_cluster	T2PKS	1150384	1222900	70	60	85357	1219.39	85.7%	partly
contig_3	CDS	NAD-dependent_epimerase/dehydratase_domain-containing_protein	2901958	2903098	1	1	195	195.0	100.0%	complete
contig_2	CDS	Multicopper_oxidase_MmcO	602463	604083	1	1	118	118.0	100.0%	complete
