Species,Contigs,Accession,Status,TaxID
Streptomyces sp. NPDC093094,66,GCF_044754345.1,Scaffold,3366026
Streptomyces sp. NPDC093097,68,GCF_044754325.1,Scaffold,3366027
Streptomyces sp. NPDC093099,17,GCF_044754285.1,Scaffold,3366028
Streptomyces sp. NPDC093105,60,GCF_044754305.1,Scaffold,3366029
Streptomyces sp. NPDC093108,80,GCF_044754245.1,Scaffold,3366030
Streptomyces sp. NPDC093109,128,GCF_040701725.1,Scaffold,3154977
Streptomyces sp. NPDC093111,55,GCF_040683955.1,Scaffold,3154978
Streptomyces sp. NPDC093149,82,GCF_044754145.1,Scaffold,3366031
Streptomyces sp. NPDC093221,20,GCF_044753885.1,Scaffold,3366032
Streptomyces sp. NPDC093223,39,GCF_044753845.1,Scaffold,3366033
Streptomyces sp. NPDC093224,60,GCF_040683815.1,Scaffold,3155198
Streptomyces sp. NPDC093225,121,GCF_044753805.1,Scaffold,3366034
Streptomyces sp. NPDC093228,155,GCF_040683755.1,Scaffold,3155070
Streptomyces sp. NPDC093248,57,GCF_040683735.1,Scaffold,3155072
Streptomyces sp. NPDC093249,50,GCF_044753745.1,Scaffold,3366035
Streptomyces sp. NPDC093250,57,GCF_044753705.1,Scaffold,3366036
Streptomyces sp. NPDC093252,41,GCF_040683675.1,Scaffold,3154980
Streptomyces sp. NPDC093260,72,GCF_040683715.1,Scaffold,3155073
Streptomyces sp. NPDC093261,56,GCF_044753645.1,Scaffold,3366037
Streptomyces sp. NPDC093269,54,GCF_044765225.1,Scaffold,3366038
Streptomyces sp. NPDC093272,53,GCF_040683615.1,Scaffold,3154981
Streptomyces sp. NPDC093509,273,GCF_040701705.1,Scaffold,3154982
Streptomyces sp. NPDC093510,68,GCF_040683555.1,Scaffold,3155199
Streptomyces sp. NPDC093514,27,GCF_044765085.1,Scaffold,3366039
Streptomyces sp. NPDC093516,137,GCF_040683575.1,Scaffold,3155304
Streptomyces sp. NPDC093544,80,GCF_040683495.1,Scaffold,3155200
Streptomyces sp. NPDC093546,38,GCF_044765045.1,Scaffold,3366040
Streptomyces sp. NPDC093554,86,GCF_040683435.1,Scaffold,3155074
Streptomyces sp. NPDC093568,54,GCF_044764945.1,Scaffold,3366041
Streptomyces sp. NPDC093586,111,GCF_044764905.1,Scaffold,3366042
Streptomyces sp. NPDC093589,46,GCF_044764865.1,Scaffold,3366043
Streptomyces sp. NPDC093591,39,GCF_044764885.1,Scaffold,3366044
Streptomyces sp. NPDC093594,87,GCF_040701625.1,Scaffold,3155305
Streptomyces sp. NPDC093595,85,GCF_044764805.1,Scaffold,3366045
Streptomyces sp. NPDC093598,41,GCF_044764825.1,Scaffold,3366046
Streptomyces sp. NPDC093600,28,GCF_044764755.1,Scaffold,3366047
Streptomyces sp. NPDC093610,21,GCF_044764745.1,Scaffold,3366048
Streptomyces sp. NPDC093675,74,GCF_044764685.1,Scaffold,3366049
Streptomyces sp. NPDC093676,97,GCF_044764705.1,Scaffold,3366050
Streptomyces sp. NPDC093681,59,GCF_040683395.1,Scaffold,3155202
Streptomyces sp. NPDC093707,129,GCF_040701605.1,Scaffold,3154984
Streptomyces sp. NPDC093795,26,GCF_044764665.1,Scaffold,3366051
Streptomyces sp. NPDC093801,122,GCF_040701585.1,Scaffold,3155203
Streptomyces sp. NPDC093808,191,GCF_040701565.1,Scaffold,3154985
Streptomyces sp. NPDC093937,73,GCF_040683235.1,Scaffold,3161016
Streptomyces sp. NPDC093970,92,GCF_040683175.1,Scaffold,3155076
Streptomyces sp. NPDC093982,153,GCF_040683215.1,Scaffold,3155077
Streptomyces sp. NPDC093984,57,GCF_044764595.1,Scaffold,3366052
Streptomyces sp. NPDC093990,47,GCF_040683155.1,Scaffold,3155306
Streptomyces sp. NPDC093991,121,GCF_040683135.1,Scaffold,3155078
Streptomyces sp. NPDC093992,90,GCF_044764635.1,Scaffold,3366053
Streptomyces sp. NPDC094014,30,GCF_040683075.1,Scaffold,3155204
Streptomyces sp. NPDC094021,52,GCF_044764465.1,Scaffold,3366054
Streptomyces sp. NPDC094022,70,GCF_040303905.1,Scaffold,3155206
Streptomyces sp. NPDC094031,35,GCF_040303925.1,Scaffold,3155307
Streptomyces sp. NPDC094032,61,GCF_040303965.1,Scaffold,3155308
Streptomyces sp. NPDC094034,150,GCF_040303865.1,Scaffold,3155309
Streptomyces sp. NPDC094038,75,GCF_044764445.1,Scaffold,3366055
Streptomyces sp. NPDC094045,161,GCF_040489435.1,Scaffold,3161019
Streptomyces sp. NPDC094048,227,GCF_040303885.1,Scaffold,3155207
Streptomyces sp. NPDC094049,107,GCF_040303805.1,Scaffold,3154987
Streptomyces sp. NPDC094140,79,GCF_040489355.1,Scaffold,3161018
Streptomyces sp. NPDC094143,123,GCF_040303825.1,Scaffold,3155310
Streptomyces sp. NPDC094144,79,GCF_044764305.1,Scaffold,3366056
Streptomyces sp. NPDC094147,94,GCF_044764265.1,Scaffold,3366057
Streptomyces sp. NPDC094149,72,GCF_040303725.1,Scaffold,3155079
Streptomyces sp. NPDC094153,74,GCF_044764215.1,Scaffold,3366058
Streptomyces sp. NPDC094154,58,GCF_044764205.1,Scaffold,3366059
Streptomyces sp. NPDC094437,30,GCF_044763755.1,Scaffold,3366060
Streptomyces sp. NPDC094438,151,GCF_044763735.1,Scaffold,3366061
Streptomyces sp. NPDC094447,32,GCF_044763765.1,Scaffold,3366062
Streptomyces sp. NPDC094448,37,GCF_044763775.1,Scaffold,3366063
Streptomyces sp. NPDC094458,34,GCF_040303625.1,Scaffold,3155208
Streptomyces sp. NPDC094461,68,GCF_044763655.1,Scaffold,3366064
Streptomyces sp. NPDC094462,31,GCF_040303585.1,Scaffold,3155311
Streptomyces sp. NPDC094466,74,GCF_044763625.1,Scaffold,3366065
Streptomyces sp. NPDC094468,115,GCF_044763645.1,Scaffold,3366066
Streptomyces sp. NPDC094469,28,GCF_044763635.1,Scaffold,3366067
Streptomyces sp. NPDC094471,49,GCF_040303545.1,Scaffold,3155209
Streptomyces sp. NPDC094472,170,GCF_040303565.1,Scaffold,3155080
Streptomyces sp. NPDC094473,33,GCF_044763605.1,Scaffold,3366068
Streptomyces sp. NPDC095602,81,GCF_040303425.1,Scaffold,3155819
Streptomyces sp. NPDC095613,79,GCF_040303465.1,Scaffold,3155540
Streptomyces sp. NPDC095614,109,GCF_040303405.1,Scaffold,3156692
Streptomyces sp. NPDC095817,128,GCF_040303485.1,Scaffold,3155082
Streptomyces sp. NPDC096012,111,GCF_040426375.1,Scaffold,3155684
Streptomyces sp. NPDC096013,51,GCF_044763565.1,Scaffold,3366069
Streptomyces sp. NPDC096030,253,GCF_040303305.1,Scaffold,3155423
Streptomyces sp. NPDC096032,39,GCF_044763505.1,Scaffold,3366070
Streptomyces sp. NPDC096033,60,GCF_044763515.1,Scaffold,3366071
Streptomyces sp. NPDC096040,107,GCF_040303265.1,Scaffold,3155541
Streptomyces sp. NPDC096046,114,GCF_040303285.1,Scaffold,3155542
Streptomyces sp. NPDC096048,36,GCF_044763415.1,Scaffold,3366072
Streptomyces sp. NPDC096057,55,GCF_040303205.1,Scaffold,3155543
Streptomyces sp. NPDC096068,556,GCF_040303225.1,Scaffold,3155424
Streptomyces sp. NPDC096079,55,GCF_040303145.1,Scaffold,3155820
Streptomyces sp. NPDC096080,1322,GCF_040303125.1,Scaffold,3156693
Streptomyces sp. NPDC096094,106,GCF_044763425.1,Scaffold,3366073
Streptomyces sp. NPDC096095,58,GCF_040303085.1,Scaffold,3155545
Streptomyces sp. NPDC096097,90,GCF_040303065.1,Scaffold,3155546
Streptomyces sp. NPDC096105,58,GCF_044763335.1,Scaffold,3366074
Streptomyces sp. NPDC096132,109,GCF_044763345.1,Scaffold,3366075
Streptomyces sp. NPDC096136,72,GCF_044763325.1,Scaffold,3366076
Streptomyces sp. NPDC096142,46,GCF_044763315.1,Scaffold,3366077
Streptomyces sp. NPDC096152,15,GCF_044763235.1,Scaffold,3366078
Streptomyces sp. NPDC096153,771,GCF_040303005.1,Scaffold,3155548
Streptomyces sp. NPDC096176,39,GCF_044763255.1,Scaffold,3366079
Streptomyces sp. NPDC096191,82,GCF_040302965.1,Scaffold,3155426
Streptomyces sp. NPDC096193,72,GCF_040302905.1,Scaffold,3155821
Streptomyces sp. NPDC096198,105,GCF_044763215.1,Scaffold,3366080
Streptomyces sp. NPDC096205,17,GCF_044763135.1,Scaffold,3366081
Streptomyces sp. NPDC096310,70,GCF_044763125.1,Scaffold,3366082
Streptomyces sp. NPDC096311,77,GCF_044763085.1,Scaffold,3366083
Streptomyces sp. NPDC096319,103,GCF_044763045.1,Scaffold,3366084
Streptomyces sp. NPDC096323,28,GCF_040302845.1,Scaffold,3155822
Streptomyces sp. NPDC096324,45,GCF_044763015.1,Scaffold,3366085
Streptomyces sp. NPDC096339,83,GCF_044762985.1,Scaffold,3366086
Streptomyces sp. NPDC096351,33,GCF_044762955.1,Scaffold,3366087
Streptomyces sp. NPDC096354,118,GCF_044762945.1,Scaffold,3366088
Streptomyces sp. NPDC096538,68,GCF_040302865.1,Scaffold,3155427
Streptomyces sp. NPDC096934,366,GCF_040302885.1,Scaffold,3155551
Streptomyces sp. NPDC097107,43,GCF_044762405.1,Scaffold,3366089
Streptomyces sp. NPDC097595,43,GCF_044761525.1,Scaffold,3366090
Streptomyces sp. NPDC097610,285,GCF_040302775.1,Scaffold,3157227
Streptomyces sp. NPDC097617,93,GCF_044761485.1,Scaffold,3366091
Streptomyces sp. NPDC097619,335,GCF_040302735.1,Scaffold,3157228
Streptomyces sp. NPDC097640,88,GCF_040302705.1,Scaffold,3157229
Streptomyces sp. NPDC097704,105,GCF_040302685.1,Scaffold,3157101
Streptomyces sp. NPDC097727,88,GCF_044761385.1,Scaffold,3366092
Streptomyces sp. NPDC097941,104,GCF_040302585.1,Scaffold,3155685
Streptomyces sp. NPDC097981,203,GCF_040302565.1,Scaffold,3155428
Streptomyces sp. NPDC098077,66,GCF_044760685.1,Scaffold,3366093
Streptomyces sp. NPDC098085,72,GCF_044760255.1,Scaffold,3366094
Streptomyces sp. NPDC098090,71,GCF_044760215.1,Scaffold,3366095
Streptomyces sp. NPDC098101,14,GCF_044760185.1,Scaffold,3366096
Streptomyces sp. NPDC098781,29,GCF_044759995.1,Scaffold,3366097
Streptomyces sp. NPDC098789,79,GCF_044759975.1,Scaffold,3366098
Streptomyces sp. NPDC098926,80,GCF_044759985.1,Scaffold,3366099
Streptomyces sp. NPDC099050,76,GCF_044759865.1,Scaffold,3366100
Streptomyces sp. NPDC099088,34,GCF_044759855.1,Scaffold,3366101
Streptomyces sp. NPDC100445,37,GCF_044759735.1,Scaffold,3366102
Streptomyces sp. NPDC101062,20,GCF_044759625.1,Scaffold,3366103
Streptomyces sp. NPDC101110,38,GCF_044759525.1,Scaffold,3366104
Streptomyces sp. NPDC101112,77,GCF_044759555.1,Scaffold,3366105
Streptomyces sp. NPDC101115,59,GCF_044759455.1,Scaffold,3366106
Streptomyces sp. NPDC101116,46,GCF_044759425.1,Scaffold,3366107
Streptomyces sp. NPDC101117,44,GCF_044759435.1,Scaffold,3366108
Streptomyces sp. NPDC101118,45,GCF_044759445.1,Scaffold,3366109
Streptomyces sp. NPDC101132,34,GCF_044759225.1,Scaffold,3366110
Streptomyces sp. NPDC101133,29,GCF_044759165.1,Scaffold,3366111
Streptomyces sp. NPDC101145,18,GCF_044768445.1,Scaffold,3366112
Streptomyces sp. NPDC101149,129,GCF_044768385.1,Scaffold,3366113
Streptomyces sp. NPDC101150,66,GCF_044768325.1,Scaffold,3366114
Streptomyces sp. NPDC101151,147,GCF_044768335.1,Scaffold,3366115
Streptomyces sp. NPDC101152,155,GCF_044768275.1,Scaffold,3366116
Streptomyces sp. NPDC101158,44,GCF_044768225.1,Scaffold,3366117
Streptomyces sp. NPDC101160,18,GCF_044768205.1,Scaffold,3366118
Streptomyces sp. NPDC101165,68,GCF_044768135.1,Scaffold,3366119
Streptomyces sp. NPDC101166,407,GCF_044768125.1,Scaffold,3366120
Streptomyces sp. NPDC101169,17,GCF_044768095.1,Scaffold,3366121
Streptomyces sp. NPDC101171,37,GCF_044768085.1,Scaffold,3366122
Streptomyces sp. NPDC101175,43,GCF_044768025.1,Scaffold,3366123
Streptomyces sp. NPDC101178,25,GCF_044767965.1,Scaffold,3366124
Streptomyces sp. NPDC101181,42,GCF_044767975.1,Scaffold,3366125
Streptomyces sp. NPDC101191,22,GCF_044767915.1,Scaffold,3366126
Streptomyces sp. NPDC101194,33,GCF_044767885.1,Scaffold,3366127
Streptomyces sp. NPDC101206,49,GCF_044767785.1,Scaffold,3366128
Streptomyces sp. NPDC101209,33,GCF_044767775.1,Scaffold,3366129
Streptomyces sp. NPDC101213,70,GCF_044767735.1,Scaffold,3366130
Streptomyces sp. NPDC101219,36,GCF_044767675.1,Scaffold,3366131
Streptomyces sp. NPDC101221,47,GCF_044767665.1,Scaffold,3366132
Streptomyces sp. NPDC101223,40,GCF_044767595.1,Scaffold,3366133
Streptomyces sp. NPDC101224,49,GCF_044767625.1,Scaffold,3366134
Streptomyces sp. NPDC101225,115,GCF_044767585.1,Scaffold,3366135
Streptomyces sp. NPDC101227,48,GCF_044767545.1,Scaffold,3366136
Streptomyces sp. NPDC101230,34,GCF_044767485.1,Scaffold,3366137
Streptomyces sp. NPDC101234,117,GCF_044767525.1,Scaffold,3366138
Streptomyces sp. NPDC101237,69,GCF_044767465.1,Scaffold,3366139
Streptomyces sp. NPDC101249,38,GCF_044767405.1,Scaffold,3366140
Streptomyces sp. NPDC101393,23,GCF_044767385.1,Scaffold,3366141
Streptomyces sp. NPDC101455,173,GCF_044767175.1,Scaffold,3366142
Streptomyces sp. NPDC101490,57,GCF_044767145.1,Scaffold,3366143
Streptomyces sp. NPDC101733,53,GCF_044767055.1,Scaffold,3366144
Streptomyces sp. NPDC101754,56,GCF_044766955.1,Scaffold,3366145
Streptomyces sp. NPDC101776,68,GCF_044766845.1,Scaffold,3366146
Streptomyces sp. NPDC102256,70,GCF_044766545.1,Scaffold,3366147
Streptomyces sp. NPDC102259,70,GCF_044766465.1,Scaffold,3366148
Streptomyces sp. NPDC102264,46,GCF_044766425.1,Scaffold,3366149
Streptomyces sp. NPDC102270,74,GCF_044766405.1,Scaffold,3366150
Streptomyces sp. NPDC102274,159,GCF_044766385.1,Scaffold,3366151
Streptomyces sp. NPDC102278,50,GCF_044766345.1,Scaffold,3366152
Streptomyces sp. NPDC102279,30,GCF_044766365.1,Scaffold,3366153
Streptomyces sp. NPDC102282,60,GCF_044766325.1,Scaffold,3366154
Streptomyces sp. NPDC102283,58,GCF_044766265.1,Scaffold,3366155
Streptomyces sp. NPDC102340,43,GCF_044766225.1,Scaffold,3366156
Streptomyces sp. NPDC102347,35,GCF_044766165.1,Scaffold,3366157
Streptomyces sp. NPDC102351,34,GCF_044766185.1,Scaffold,3366158
Streptomyces sp. NPDC102359,39,GCF_044766065.1,Scaffold,3366159
Streptomyces sp. NPDC102360,39,GCF_044766085.1,Scaffold,3366160
Streptomyces sp. NPDC102364,24,GCF_044766025.1,Scaffold,3366161
Streptomyces sp. NPDC102365,50,GCF_044766005.1,Scaffold,3366162
Streptomyces sp. NPDC102370,37,GCF_044765965.1,Scaffold,3366163
Streptomyces sp. NPDC102381,49,GCF_044765945.1,Scaffold,3366164
Streptomyces sp. NPDC102383,43,GCF_044765925.1,Scaffold,3366165
Streptomyces sp. NPDC102384,47,GCF_044765905.1,Scaffold,3366166
Streptomyces sp. NPDC102394,33,GCF_044765845.1,Scaffold,3366167
Streptomyces sp. NPDC102395,37,GCF_044765865.1,Scaffold,3366168
Streptomyces sp. NPDC102402,51,GCF_044765765.1,Scaffold,3366169
Streptomyces sp. NPDC102405,51,GCF_044765745.1,Scaffold,3366170
Streptomyces sp. NPDC102406,22,GCF_044765725.1,Scaffold,3366171
Streptomyces sp. NPDC102409,33,GCF_044765665.1,Scaffold,3366172
Streptomyces sp. NPDC102415,19,GCF_044765705.1,Scaffold,3366173
Streptomyces sp. NPDC102424,42,GCF_044765645.1,Scaffold,3366174
Streptomyces sp. NPDC102437,184,GCF_044765565.1,Scaffold,3366175
Streptomyces sp. NPDC102441,39,GCF_044765585.1,Scaffold,3366176
Streptomyces sp. NPDC102451,60,GCF_044765485.1,Scaffold,3366177
Streptomyces sp. NPDC102462,173,GCF_044765425.1,Scaffold,3366178
Streptomyces sp. NPDC102467,78,GCF_044765445.1,Scaffold,3366179
Streptomyces sp. NPDC102473,73,GCF_044765385.1,Scaffold,3366180
Streptomyces sp. NPDC102476,47,GCF_044765305.1,Scaffold,3366181
Streptomyces sp. NPDC102487,59,GCF_044765365.1,Scaffold,3366182
Streptomyces sp. NPDC102490,28,GCF_044765285.1,Scaffold,3366183
Streptomyces sp. NPDC126497,236,GCF_040302425.1,Scaffold,3155313
Streptomyces sp. NPDC126499,70,GCF_040302485.1,Scaffold,3155314
Streptomyces sp. NPDC126503,62,GCF_040302405.1,Scaffold,3155315
Streptomyces sp. NPDC126510,104,GCF_040302345.1,Scaffold,3155317
Streptomyces sp. NPDC126514,258,GCF_040302385.1,Scaffold,3155210
Streptomyces sp. NPDC126522,47,GCF_040302305.1,Scaffold,3155211
Streptomyces sp. NPDC126933,32,GCF_042725255.1,Scaffold,3347107
Streptomyces sp. NPDC127020,110,GCF_042725115.1,Scaffold,3347109
Streptomyces sp. NPDC127033,104,GCF_042725965.1,Scaffold,3347110
Streptomyces sp. NPDC127036,71,GCF_042726095.1,Scaffold,3347112
Streptomyces sp. NPDC127037,147,GCF_042726015.1,Scaffold,3347113
Streptomyces sp. NPDC127038,140,GCF_042725875.1,Scaffold,3347114
Streptomyces sp. NPDC127039,145,GCF_042725935.1,Scaffold,3347115
Streptomyces sp. NPDC127040,388,GCF_042725905.1,Scaffold,3347116
Streptomyces sp. NPDC127044,2144,GCA_042726025.1,Scaffold,3347117
Streptomyces sp. NPDC127049,258,GCF_042725895.1,Scaffold,3347118
Streptomyces sp. NPDC127051,367,GCF_042725835.1,Scaffold,3347119
Streptomyces sp. NPDC127061,178,GCF_042724975.1,Scaffold,3347122
Streptomyces sp. NPDC127063,104,GCF_042724795.1,Scaffold,3347123
Streptomyces sp. NPDC127064,69,GCF_042724715.1,Scaffold,3347124
Streptomyces sp. NPDC127066,155,GCF_042724195.1,Scaffold,3347125
Streptomyces sp. NPDC127068,133,GCF_042724695.1,Scaffold,3347127
Streptomyces sp. NPDC127069,141,GCF_042724335.1,Scaffold,3347128
Streptomyces sp. NPDC127072,137,GCF_042724395.1,Scaffold,3347129
Streptomyces sp. NPDC127074,523,GCF_042724535.1,Scaffold,3347130
Streptomyces sp. NPDC127077,295,GCF_042724055.1,Scaffold,3347131
Streptomyces sp. NPDC127079,1317,GCF_042724215.1,Scaffold,3347132
Streptomyces sp. NPDC127084,451,GCF_042724175.1,Scaffold,3347133
Streptomyces sp. NPDC127091,415,GCF_042725035.1,Scaffold,3347134
Streptomyces sp. NPDC127092,448,GCF_042722475.1,Scaffold,3347135
Streptomyces sp. NPDC127097,123,GCF_042724075.1,Scaffold,3347136
Streptomyces sp. NPDC127098,151,GCF_042722465.1,Scaffold,3347137
Streptomyces sp. NPDC127100,106,GCF_042724095.1,Scaffold,3347138
Streptomyces sp. NPDC127103,149,GCF_042722455.1,Scaffold,3347139
Streptomyces sp. NPDC127105,174,GCF_042724035.1,Scaffold,3345359
Streptomyces sp. NPDC127106,143,GCF_042677605.1,Scaffold,3345360
Streptomyces sp. NPDC127108,111,GCF_042677545.1,Scaffold,3345361
Streptomyces sp. NPDC127110,570,GCF_042677505.1,Scaffold,3345362
Streptomyces sp. NPDC127112,444,GCF_042677285.1,Scaffold,3345364
Streptomyces sp. NPDC127113,179,GCF_042677485.1,Scaffold,3345365
Streptomyces sp. NPDC127114,100,GCF_042677525.1,Scaffold,3345366
Streptomyces sp. NPDC127117,139,GCF_042677325.1,Scaffold,3345368
Streptomyces sp. NPDC127118,165,GCF_042677445.1,Scaffold,3345369
Streptomyces sp. NPDC127119,312,GCF_042677425.1,Scaffold,3345370
Streptomyces sp. NPDC127123,140,GCF_042677345.1,Scaffold,3345372
Streptomyces sp. NPDC127129,39,GCF_042671585.1,Scaffold,3345373
Streptomyces sp. NPDC127132,76,GCF_042673055.1,Scaffold,3345374
Streptomyces sp. NPDC127133,156,GCF_042672905.1,Scaffold,3345375
Streptomyces sp. NPDC127139,100,GCF_042672945.1,Scaffold,3345376
Streptomyces sp. NPDC127159,113,GCF_042673035.1,Scaffold,3345378
Streptomyces sp. NPDC127164,271,GCF_042672985.1,Scaffold,3345379
Streptomyces sp. NPDC127166,129,GCF_042672665.1,Scaffold,3345380
Streptomyces sp. NPDC127168,163,GCF_042672695.1,Scaffold,3345381
Streptomyces sp. NPDC127172,228,GCF_042672635.1,Scaffold,3345382
Streptomyces sp. NPDC127176,56,GCF_042672545.1,Scaffold,3345383
Streptomyces sp. NPDC127177,135,GCF_042672475.1,Scaffold,3345384
Streptomyces sp. NPDC127178,134,GCF_042672605.1,Scaffold,3345385
Streptomyces sp. NPDC127190,72,GCF_042672505.1,Scaffold,3345387
Streptomyces sp. NPDC127197,157,GCF_042672405.1,Scaffold,3345388
Streptomyces sp. NPDC127532,54,GCF_042672155.1,Scaffold,3345399
Streptomyces sp. NPDC127574,1089,GCF_042672075.1,Scaffold,3345401
Streptomyces sp. NPDC127584,23,GCF_042671905.1,Scaffold,3345403
Streptomyces sp. NPDC127595,33,GCF_042671685.1,Scaffold,3345405
Streptomyces sp. NRRL B-16215,547,GCA_000722175.1,Scaffold,1415550
Streptomyces sp. NRRL B-1677,68,GCF_015475835.1,Scaffold,2682966
Streptomyces sp. NRRL B-2030,466,GCA_000722275.1,Scaffold,1463830
Streptomyces sp. NRRL B-2375,332,GCA_000722305.1,Scaffold,1463831
Streptomyces sp. NRRL B-24085,692,GCF_002156095.1,Scaffold,1709476
Streptomyces sp. NRRL B-24501,448,GCA_000716085.1,Scaffold,1463834
Streptomyces sp. NRRL B-24572,1243,GCF_002156145.1,Scaffold,1962156
Streptomyces sp. NRRL B-2790,410,GCA_000722295.1,Scaffold,1463835
Streptomyces sp. NRRL B-3253,123,GCF_000725635.1,Scaffold,1463837
Streptomyces sp. NRRL F-4835,174,GCF_000722365.1,Scaffold,1463852
Streptomyces sp. NRRL F-5140,2770,GCF_000722355.1,Scaffold,1463859
Streptomyces sp. NRRL F-5635,132,GCF_000725645.1,Scaffold,1463865
Streptomyces sp. NRRL F-5638,249,GCA_000722155.1,Scaffold,1463866
Streptomyces sp. NRRL F-5848,2283,GCA_000722125.1,Scaffold,1463872
Streptomyces sp. NRRL F-6133,295,GCA_000722325.1,Scaffold,1463875
Streptomyces sp. NRRL F-6676,167,GCF_000725625.1,Scaffold,1463878
Streptomyces sp. NRRL S-118,114,GCF_000716335.1,Scaffold,1463881
Streptomyces sp. NRRL S-149,330,GCA_000716275.1,Scaffold,1463885
Streptomyces sp. NRRL S-15,327,GCF_000722185.1,Scaffold,1463886
Streptomyces sp. NRRL S-1777,237,GCA_000722215.1,Scaffold,1463887
Streptomyces sp. NRRL S-1833,395,GCA_000722235.1,Scaffold,1463891
Streptomyces sp. NRRL S-1896,939,GCF_000725655.1,Scaffold,1463893
Streptomyces sp. NRRL S-20,446,GCA_000716285.1,Scaffold,1463894
Streptomyces sp. NRRL S-426,563,GCA_000722025.1,Scaffold,1463906
Streptomyces sp. NRRL S-448,611,GCA_000722035.1,Scaffold,1463907
Streptomyces sp. NRRL S-474,64,GCF_000722015.1,Scaffold,1463909
Streptomyces sp. NRRL S-481,106,GCF_000721955.1,Scaffold,1463911
Streptomyces sp. NRRL S-50,500,GCA_000716195.1,Scaffold,1463912
Streptomyces sp. NRRL S-525,1040,GCA_000722095.1,Scaffold,1463914
Streptomyces sp. NRRL S-623,73,GCF_000725705.1,Scaffold,1463916
Streptomyces sp. NRRL S-732,767,GCA_000722075.1,Scaffold,1463918
Streptomyces sp. NRRL S-984,518,GCA_000722115.1,Scaffold,1463923
Streptomyces sp. NRRL WC-3549,124,GCF_000721935.1,Scaffold,1463925
Streptomyces sp. NRRL WC-3641,116,GCF_000716315.1,Scaffold,1463927
Streptomyces sp. NRRL WC-3704,351,GCA_000722415.1,Scaffold,1463931
Streptomyces sp. NRRL WC-3719,599,GCF_000725715.1,Scaffold,1463932
Streptomyces sp. NRRL WC-3774,814,GCF_000721945.1,Scaffold,1463937
Streptomyces sp. NRRL_B-16638,151,GCF_033793065.1,Scaffold,3028696
Streptomyces sp. NRRL_B-2249,37,GCF_033793045.1,Scaffold,3028697
Streptomyces sp. NRRL_B-2557,69,GCF_033793005.1,Scaffold,3028698
Streptomyces sp. NRRL_ISP-5395,34,GCF_033792965.1,Scaffold,3028699
Streptomyces sp. NY05-11A,110,GCF_033792905.1,Scaffold,588897
Streptomyces sp. Ncost-T6T-1,64,GCF_002705685.1,Scaffold,1100828
Streptomyces sp. Ncost-T6T-1,64,GCF_900090085.1,Scaffold,1100828
Streptomyces sp. OM5714,6,GCF_010993835.1,Scaffold,2602736
Streptomyces sp. OP7,37,GCF_040203675.1,Scaffold,3142462
Streptomyces sp. OS603R,82,GCF_029759795.1,Scaffold,3035287
Streptomyces sp. OUCMDZ-3434,1,GCF_020881855.1,Chromosome,1535304
